ementa;assunto_agrupado
previdência prestação de contas irregularidades 1 sem observância do caráter contributivo do equilíbrio financeiro e atuarial do rpps do município irregularidade;PREVIDENCIA
ementa : prefeitura municipal irregularidades na edição de lei que concede pagamento mensal de auxílio especial a viúva de vereador inconstitucionalidade da lei é inconstitucional lei municipal que concede auxílio especial viúva de ex vereador por não se enquadrar em nenhuma das espécies de benefícios ali previstos : não possui natureza previdenciária uma vez que não houve contribuição a previdência e nem há titularidade de cargo efetivo nem assistencial posto que não respeita os requisitos previstos na lei orgânica da assistência social lei n 8 742 93 e nem especial não foi demonstrado nenhum fato extraordinário de repercussão;PREVIDENCIA
ementa : prefeitura municipal irregularidades na edição de lei que concede pagamento mensal de auxílio especial a viúva de vereador inconstitucionalidade da lei é inconstitucional lei municipal que concede auxílio especial viúva de ex vereador por não se enquadrar em nenhuma das espécies de benefícios ali previstos : não possui natureza previdenciária uma vez que não houve contribuição a previdência e nem há titularidade de cargo efetivo nem assistencial posto que não respeita os requisitos previstos na lei orgânica da assistência social lei n 8 742 93 e nem especial não foi demonstrado nenhum fato extraordinário de repercussão;PREVIDENCIA
previdência revogação do plano de amortização implantado para equacionar o déficit atuarial irregularidade constitui irregularidade a revogação de plano de amortização implantado para equacionar o déficit atuarial antes de findadas as razões para sua implementação permanecendo ainda com resultado atuarial deficitário sob pena de descumprimento do art 40 da cf 88 e do art 1 da lei n 9717 98;PREVIDENCIA
previdência irregularidades na prefeitura municipal existência de dívida previdenciária pretéritas não parcelamento da dívida os entes públicos que possuam dívidas previdenciárias pretéritas relativos a competências anteriores a 2017 poderão firmar termo de acordo de parcelamento nos termos da portaria n 333 2017 da receita federal do brasil em até 200 duzentas prestações mensais iguais e sucessivas o não parcelamento das dívidas pretéritas por meio de acordo enseja a aplicação de multa ao gestor pelos tribunais de contas;PREVIDENCIA
prestação de contas cumprimento de todos os índices constitucionais descumprimento do equilíbrio financeiro e atuarial do rpps ausência de dolo remanescência de ocorrências de caráter formal após o contraditório ausência de dano ao erário o cumprimento de todos os índices constitucionais e a permanência de ocorrências de caráter formal justifica a aprovação com ressalvas das contas de governo no que tange ausência de adoção de medida de equacionamento de déficit do rpps considerando que a ocorrência é proveniente da gestão anterior e se trata do primeiro ano de mandato do gestor coaduna se ao entendimento do parquet de contas no sentido de que a omissão na redução do déficit financeiro e atuarial isoladamente não possui o condão de macular as contas de governo o que não impede que a mudança de entendimento nos exercícios financeiros seguintes caso seja apontada a reincidência no cometimento desta mesma irregularidade não houve comprovação de dano ao erário;PREVIDENCIA
representação contratação de pessoal sem concurso público não repasse de contribuições previdenciárias por parte da prefeitura municipal ausência de manifestação do gestor conforme análise da prestação de contas do município do exercício 2015 verificou se a contratação de pessoal sem concurso público ademais verificou se a falta de recolhimento de contribuições previdenciárias decorrentes de contratação de servidores sem concurso público o gestor não apresentou manifestação a fim de modificar o entendimento da divisão técnica denúncia julgada parcialmente procedente;PREVIDENCIA
previdência aposentadoria voluntária por idade e tempo de contribuição com proventos integrais ingresso no serviço público antes de 1988 mudança no regime jurídico antes de outubro de 1993 incidência da súmula tce n 5 10 dessa forma em razão de haver sido submetida mudança de regime jurídico passando do celetista para o estatutário a dfap entende que a interessada pode inativar se pelo rpps do estado do piauí no cargo que ocupava época do requerimento do benefício a servidora foi enquadrada no regime jurídico estatutário estado do piauí em 01 03 93 se enquadrando na situação prevista pela súmula tce n 05 10 de 19 04 10;PREVIDENCIA
previdência irregularidades na prefeitura municipal existência de dívida previdenciária pretéritas não parcelamento da dívida os entes públicos que possuam dívidas previdenciárias pretéritas relativos a competências anteriores a 2017 poderão firmar termo de acordo de parcelamento nos termos da portaria n 333 2017 da receita federal do brasil em até 200 duzentas prestações mensais iguais e sucessivas o não parcelamento das dívidas pretéritas por meio de acordo enseja a aplicação de multa ao gestor pelos tribunais de contas;PREVIDENCIA
previdência aposentadoria voluntária por idade e tempo de contribuição com proventos integrais ingresso no serviço público antes de 1988 mudança no regime jurídico antes de outubro de 1993 incidência da súmula tce n 5 10 dessa forma em razão de haver sido submetida mudança de regime jurídico passando do celetista para o estatutário a dfap entende que a interessada pode inativar se pelo rpps do estado do piauí no cargo que ocupava época do requerimento do benefício a servidora foi enquadrada no regime jurídico estatutário estado do piauí em 01 03 93 se enquadrando na situação prevista pela súmula tce n 05 10 de 19 04 10;PREVIDENCIA
previdência prestação de contas irregularidades 1 sem observância do caráter contributivo do equilíbrio financeiro e atuarial do rpps do município irregularidade;PREVIDENCIA
lei municipal que determina a transferência para o rpps dos benefícios concedidos s viúvas de ex vereadores e ex prefeitos anteriormente instituição do fundo competência legislativa privativa da união para tratar sobre seguridade social inconstitucionalidade formal organica benefícios não revestidos do caráter contributivo e solidário ao rpps inconstitucionalidade material o município em tela ao editar lei municipal invadiu a competência privativa da união para legislar sobre normas gerais de previdência logo a referida lei padece de inconstitucionalidade formal orgânica devendo ser afastada do ordenamento jurídico quanto lei municipal que transfere para o rpps pensões vitalícias concedidas pelo município a viúvas de ex prefeitos e de ex vereadores falecidos no exercício dos respectivos mandatos verifica se que esta contraria o disposto no caput do artigo 40 da crfb 88 vez que os benefícios já concedidos não se revestiram do caráter contributivo e solidário ao rpps;PREVIDENCIA
previdência enquadramento efetivo após o prazo previsto na súmula tce n 5 legalidade na concessão da aposentadoria servidora conhecimento e provimento do pedido de reexame o princípio constitucional da segurança jurídica impede que após muitos anos trabalhando e contribuindo para o regime próprio de previdência com a justa expectativa de ser inativada no seu cargo a administração anule um ato emitido por ela mesma e que possuía a época de sua edição toda a aparência de legalidade e legitimidade retirando da servidora já idosa a possibilidade de se aposentar no cargo em que laborou a maior parte de sua vida funcional e em que tinha a expectativa pacífica de se aposentar;PREVIDENCIA
contas de gestão da prefeitura ausência de licitações fracionamento de despesa não pagamento ou subprovisionamento dos encargos previdenciários o pagamento de juros multas e demais encargos de natureza compensatória em virtude do recolhimento intempestivo de contribuições previdenciárias caracteriza dano ao erário decorrente de ato de gestão ilegal ilegítimo ou antieconômico;PREVIDENCIA
prestação de contas cumprimento de todos os índices constitucionais descumprimento do equilíbrio financeiro e atuarial do rpps ausência de dolo remanescência de ocorrências de caráter formal após o contraditório ausência de dano ao erário o cumprimento de todos os índices constitucionais e a permanência de ocorrências de caráter formal justifica a aprovação com ressalvas das contas de governo no que tange ausência de adoção de medida de equacionamento de déficit do rpps considerando que a ocorrência é proveniente da gestão anterior e se trata do primeiro ano de mandato do gestor coaduna se ao entendimento do parquet de contas no sentido de que a omissão na redução do déficit financeiro e atuarial isoladamente não possui o condão de macular as contas de governo o que não impede que a mudança de entendimento nos exercícios financeiros seguintes caso seja apontada a reincidência no cometimento desta mesma irregularidade não houve comprovação de dano ao erário;PREVIDENCIA
contas de gestão da prefeitura ausência de licitações fracionamento de despesa não pagamento ou subprovisionamento dos encargos previdenciários o pagamento de juros multas e demais encargos de natureza compensatória em virtude do recolhimento intempestivo de contribuições previdenciárias caracteriza dano ao erário decorrente de ato de gestão ilegal ilegítimo ou antieconômico;PREVIDENCIA
previdência aposentadoria voluntária por idade e tempo de contribuição com proventos integrais regra de transição art 6 i ii iii e iv da ec n 41 03 ingresso no serviço público antes de 1988 data limite apontada pela súmula n 5 do tce pi 1 dessa forma por haver sido efetivada enquadrada antes do advento da constituição federal de 1988 entende se que a interessada pode ser inativada pelo rpps do estado do piauí considerando que a transposição da interessada ocorreu apenas 05 cinco dias após a data limite apontada pela súmula n 05 deste tribunal considerando o longo tempo já transcorrido do fato da transposição considerando o princípio da segurança jurídica vota se pelo registro do ato concessório de aposentadoria;PREVIDENCIA
ementa : previdência aposentadoria por invalidez art 40 1 i da constituição federal 88 de acordo com o art 6 a da emenda constitucional n 41 03 c c art 18 da lei municipal n 1 131 de 21 12 11 1 não existe óbice ao registro uma vez que a documentação acostada é suficiente para reconhecer o direito do requerente não obstante no ato concessório não venha consignada a fundamentação legal das parcelas e nem a forma de ingresso do requerente no serviço público municipal;PREVIDENCIA
fundo próprio de previdência não comprovação do recolhimento de contribuições previdenciárias ao rpps contas bloqueadas instauração de tag termo de ajuste de gestão posterior regularização da inadimplência procedência aplicação de multa 1 em que pese a dívida atinente inadimplência do recolhimento das contribuições previdenciárias relativamente ao período representado tenha sido regularizado em parte seja pelo recolhimento com atraso das parcelas seja por meio de negociação de dívida a representação merece ser julgada procedente em razão do descumprimento do art 40 caput da cf 88 c c art 1 da lei 9 717 98 2 tal prática ocasiona sérios prejuízos financeiros atuariais ao fundo previdenciário municipal na medida em que este deixa de colher os rendimentos destes recursos referentes aos meses de inadimplência podendo ocasionar um desequilíbrio futuro assim o responsável merece ser punido com aplicação de multa;PREVIDENCIA
recurso de reconsideração ausência de medida visando o equacionamento do déficit atuarial do rpps do município de cajazeiras do piauí no exercício financeiro de 2016 a inexistência de medida visando o equacionamento do déficit atuarial do rpps do município de cajazeiras no exercício financeiro de 2016 configura grave infração a norma legal conforme artigo 40 da cf 88 lei n 9717 98 inobservância ao equilíbrio financeiro e atuarial do rpps lei n 9717 98 da portaria 403 08 ms e da portaria 204 08 mps;PREVIDENCIA
previdência transposicão ilegal de cargo público não registro segundo a súmula n 685 do supremo tribunal federal : é inconstitucional toda modalidade de provimento de que propicie ao servidor investir se sem prévia aprovação em concurso público destinado ao seu provimento em cargo que não integra a carreira na qual anteriormente investido;PREVIDENCIA
previdência desequilíbrio financeiro e atuarial do rpps irregularidade entende se que a realização de parcelamento dos débitos não é solução para o desequilíbrio financeiro e atuarial do rpps sobretudo quando os mesmos não são honrados em sua totalidade ademais quando não se comprova com documentação idônea a adoção de medidas no sentido de equacionar o déficit atuarial permanece a grave irregularidade;PREVIDENCIA
previdência aposentadoria de servidor público ingresso no serviço público sem concurso público após a promulgação da constituição federal atendimento de decisão judicial autorizando a aposentadoria embora o servidor tenha ingressado no serviço público após a promulgação da cf 88 sem realização de concurso público o ato concessório merece ser registrado por força de decisão judicial;PREVIDENCIA
processo de pensão por morte filhos menores perda da qualidade de dependente não comprovou receber pensão alimentícia 1 o regulamento da previdência social decreto n 3048 1999 estabelece que a perda da qualidade de dependente ocorra para a companheira pela cessação da união estável enquanto não lhe for garantida a prestação de alimentos;PREVIDENCIA
fmps conduta omissa medidas amenizar insolvência futura conduta omissa do gestor que não comprovou a esse tce que diante de tal situação grave não procurou de forma ativa e proativa adotar medidas junto prefeita para amenizar a condição de uma suposta insolvência futura deste regime próprio;PREVIDENCIA
previdência enquadramento efetivo após o prazo previsto na súmula tce n 5 legalidade na concessão da aposentadoria servidora conhecimento e provimento do pedido de reexame o princípio constitucional da segurança jurídica impede que após muitos anos trabalhando e contribuindo para o regime próprio de previdência com a justa expectativa de ser inativada no seu cargo a administração anule um ato emitido por ela mesma e que possuía a época de sua edição toda a aparência de legalidade e legitimidade retirando da servidora já idosa a possibilidade de se aposentar no cargo em que laborou a maior parte de sua vida funcional e em que tinha a expectativa pacífica de se aposentar;PREVIDENCIA
processo de pensão por morte filhos menores perda da qualidade de dependente não comprovou receber pensão alimentícia 1 o regulamento da previdência social decreto n 3048 1999 estabelece que a perda da qualidade de dependente ocorra para a companheira pela cessação da união estável enquanto não lhe for garantida a prestação de alimentos;PREVIDENCIA
ementa : previdência transferência de militar para a reserva remunerada impossibilidade de cumulação de subsídio com adicional de habilitação 1 segundo o que estabelece o 4 do art 39 da cf 88 o subsídio deve ser fixado em parcela única vedado o acréscimo de qualquer gratificação adicional abono prêmio verba de representação ou outra espécie remuneratória portanto a parcela adicional de habilitação deve ser paga como vpni vantagem pessoal nominalmente identificada de forma a manter a irredutibilidade de vencimentos e obedecer constituição federal que não autoriza o pagamento de adicional ao lado do subsídio;PREVIDENCIA
intempestividade no envio das prestações de contas mensais intempestividade no envio de peças componentes da prestação de contas mensal ausência de licitação obrigatória irregularidades na composição de procedimento licitatório irregularidades em compensações previdenciárias do rgps recolhimento a menor das contribuições devidas previdência social impropriedades detectadas conforme achados de inspeção realizada pela dfam no serviço de transporte escolar omissão no cumprimento de obrigação causadora de perda patrimonial processo apensado tc 018134 2016 denúncia descumprimento de decisões deste tribunal de contas processo apensado tc 004313 2016 representação : omissão no cumprimento de obrigações causadoras de perda patrimonial 1 verifica se defesa não apresentou documento solicitando a compensação previdenciária que deveria ter sido protocolado junto receita federal ademais para que fosse procedida a compensação deveria haver a homologação da receita federal o que não está demonstrado nos autos portanto tendo em vista que a compensação encontra se irregular a ocorrência permanece não sanada em vista disso determina se a instauração de tomada de contas especial no município de caridade do piauí com fulcro no art 6 1 da in tce pi n 03 14 a fim de apurar os fatos quantificar o dano e identificar os responsáveis pela realização de compensações previdenciárias indevidas indicadas no item 2 2 1 4 do relatório de contraditório fls 14 15 peça n 45 2 as demais falhas constatadas no bojo da prestação de contas síntese de impropriedades quando analisadas conjuntamente ensejam a quantificação da multa aplicada bem como no julgamento de irregularidade nos termos do voto do relator que passa a figurar no presente dispositivo como se nele estivesse transcrito;PREVIDENCIA
previdência aposentadoria voluntária por idade e tempo de contribuição com proventos integrais art 3 da ec n 47 05 erro na composição dos proventos 1 julga se a ilegalidade do ato concessório quando se verifica que alguma parcela esteja sendo paga de forma equivocada mormente quando o percentual a ela parcela atribuída reajusta diretamente o vencimento e os subsídios contudo deverá o vencimento ou o subsídio que precisam ser reajustados o pagamento via parcela autônoma fora do vencimento ou do subsídio afronta o disposto na lei portanto o estado precisa dar cumprimento ao disposto no mencionado art 1 da lei n 6 993 16;PREVIDENCIA
ementa : contas do fmps ausência de cobrança de multas e juros por atraso no recolhimento de contribuições sociais 1 os fundos previdenciários municipais devem observar as respectivas leis municipais no que tange a cobrança de acréscimo por atraso no recolhimento de contribuições sociais conforme orientação normativa sps n 02 de 31 de março de 2009 artigo 24 3 que dispõe que a lei do regime próprio de previdência social rpps;PREVIDENCIA
prestação de contas prefeitura municipal de riacho frio fundeb exercício 2016 despesas do exercício anterior empenhadas e pagas no exercício 2016 despesas com o fundeb superiores arrecadação gastos com os profissionais do magistério acima do valor dos recursos recebidos através do fundeb percentual das obrigações patronais abaixo do limite legal julgamento de irregularidade s contas aplicação de multa de 600 ufr pi o empenho e o pagamento de despesas de exercícios anteriores violam o art 21 da lei federal n 11 494 2007 que afirma que os recursos do fundeb devem ser utilizados dentro do exercício a que se referem ou seja no exercício em que são creditados as contribuições patronais possuem natureza jurídica de tributo não cabendo ao prefeito fazer juízo de valor no tocante ao mérito oportunidade ou conveniência no perfazer da exação trata se de ato sem margem para discricionariedade quando a prefeitura deixa de recolher os valores devidos das contribuições previdenciárias ou recolhe um valor notadamente inferior o impacto não é só na questão previdenciária de competência da srfb mas também na real situação patrimonial do ente no aumento da dívida e na possibilidade de comprometimento das futuras administrações ensejando a reprovação das contas;PREVIDENCIA
prestação de contas pagamentos irregularidade 1 o administrador público deve cumprir os prazos de pagamentos de suas obrigações inclusive as previdenciárias tendo em vista que o pagamento de juros correção monetária e ou multas de caráter moratório ou sancionatório incidentes pelo descumprimento de prazos para a satisfação tempestiva de obrigações previdenciárias contrariam os princípios constitucionais da eficiência e da economicidade consagrados nos arts 37 e 70 da constituição federal 88 e também o art 4 da lei n 4 320 1964;PREVIDENCIA
ementa : previdência beneficio aposentadoria por idade e tempo de contribuição com proventos integrais irregularidade na fundamentação das parcelas falha relevada registro do ato em que pese a parcela vencimento parcela única não trazer em si a indicação da fundamentação legal não se constitui em vício que afaste a legalidade da inativação caso o ato apresente de forma genérica a fundamentação legal da aposentadoria;PREVIDENCIA
não recolhimento de contribuições ao fundo previdenciário nos meses de novembro e dezembro não observância do equilíbrio financeiro e atuarial do rpps da inércia do conselho fiscal e do conselho deliberativo frente s irregularidades 1 o art 67 v e art 69 viii da lei municipal n 223 2007 dispõe sobre a competência do conselho deliberativo bem como no expresso auxílio junto ao prefeito municipal e demais órgãos alertando os para os riscos envolvidos denunciando e exigindo as providências de regularização e adotando as providências de retenção dos impostos e taxas junto aos órgãos competentes para regularização das contribuições em atraso no caso em tela foram emitidos pareceres favoráveis s contas do fundo previdenciário do município de lagoa alegre pi conforme peça 10 mesmo diante das irregularidades cometidas pelo prefeito do município deixando portanto de fiscalizar a gestão do fundo previdenciário;PREVIDENCIA
irregularidade em nomeação para o cargo de controlador interno compensação nos cálculos das contribuições previdenciárias realizadas sem comprovação de regularidade portal da transparência sem o devido registro de informações exigidas pela lei da transparência 1 o gestor nomeou para exercer o cargo de controlador da câmara ocupante de cargo em comissão peça 2 fls 9 10 a conduta adotada pela câmara em análise infringe a in n 05 2017 tendo em vista que este tribunal em sede de consulta já deliberou que a função cargo de controlador interno deve ser exercida por servidor efetivo dos quadros do próprio órgão nos termos do acórdão no 1 106 2015 2 resta ausente a documentação que possa comprovar o direito compensação de créditos junto receita federal necessária é portanto a expedição de notificação rfb para análise das compensações previdenciárias realizadas tendo em vista que este tribunal já proferiu algumas decisões sobre a temática no sentido de julgar irregulares contas municipais em razão da ausência de comprovação do direito compensação 3 o cte pi através de sua diretoria de fiscalização da administração municipal observou que o portal da transparência da unidade gestora não disponibiliza informações ao cidadão como receita despesa licitações contratos legislação e outras não possuindo assim os dados requeridos pela lei de transparência a lei de acesso informação lei n 12 527 11 é de cumprimento obrigatório por todos os entes governamentais conforme previsto no 2 do art 8 da referida lei portanto é necessária a expedição de determinação a fim de que o gestor a devida atualização do portal da transparência a fim de garantir a observância aos princípios da transparência e da publicidade bem como evitar a permanência da falha no exercício seguinte;PREVIDENCIA
previdência revogação do plano de amortização implantado para equacionar o déficit atuarial irregularidade constitui irregularidade a revogação de plano de amortização implantado para equacionar o déficit atuarial antes de findadas as razões para sua implementação permanecendo ainda com resultado atuarial deficitário sob pena de descumprimento do art 40 da cf 88 e do art 1 da lei n 9717 98;PREVIDENCIA
prestação de contas pagamentos irregularidade 1 o administrador público deve cumprir os prazos de pagamentos de suas obrigações inclusive as previdenciárias tendo em vista que o pagamento de juros correção monetária e ou multas de caráter moratório ou sancionatório incidentes pelo descumprimento de prazos para a satisfação tempestiva de obrigações previdenciárias contrariam os princípios constitucionais da eficiência e da economicidade consagrados nos arts 37 e 70 da constituição federal 88 e também o art 4 da lei n 4 320 1964;PREVIDENCIA
prestação de contas prefeitura municipal de riacho frio fundeb exercício 2016 despesas do exercício anterior empenhadas e pagas no exercício 2016 despesas com o fundeb superiores arrecadação gastos com os profissionais do magistério acima do valor dos recursos recebidos através do fundeb percentual das obrigações patronais abaixo do limite legal julgamento de irregularidade s contas aplicação de multa de 600 ufr pi o empenho e o pagamento de despesas de exercícios anteriores violam o art 21 da lei federal n 11 494 2007 que afirma que os recursos do fundeb devem ser utilizados dentro do exercício a que se referem ou seja no exercício em que são creditados as contribuições patronais possuem natureza jurídica de tributo não cabendo ao prefeito fazer juízo de valor no tocante ao mérito oportunidade ou conveniência no perfazer da exação trata se de ato sem margem para discricionariedade quando a prefeitura deixa de recolher os valores devidos das contribuições previdenciárias ou recolhe um valor notadamente inferior o impacto não é só na questão previdenciária de competência da srfb mas também na real situação patrimonial do ente no aumento da dívida e na possibilidade de comprometimento das futuras administrações ensejando a reprovação das contas;PREVIDENCIA
retenção mensal do fundo de participação do município fpm em razão do não pagamento dos débitos previdenciários gerando prejuízo aos cofres públicos no caso em exame embora constatado o duplo recolhimento referente competência março de 2018 o que levou o denunciado a não recolher por equívoco a competência abril de 2018 e a dedução indevida realizada pela receita federal do brasil na parcela do fundo de participação do município referente competência 13 salário posteriormente compensada pelo próprio órgão arrecadador a materialidade do ilícito administrativo esta demonstrada na ausência de recolhimento tempestivo sem justificativa das obrigações previdenciárias referentes competência julho de 2018 a autoria por sua vez encontra se evidenciada já que o cotejo probatório relatório de instrução e extrato de débito fiscal aponta o denunciado como autor da conduta omissiva causadora de prejuízo ao erário;PREVIDENCIA
ementa previdência descumprimento de pagamento de parcelamento de dívida previdenciária pretérita não recolhimento de contribuições irregularidade é dever do gestor municipal elaborar lei específica regularizando as dívidas previdenciárias pretéritas;PREVIDENCIA
lei municipal que determina a transferência para o rpps dos benefícios concedidos s viúvas de ex vereadores e ex prefeitos anteriormente instituição do fundo competência legislativa privativa da união para tratar sobre seguridade social inconstitucionalidade formal organica benefícios não revestidos do caráter contributivo e solidário ao rpps inconstitucionalidade material o município em tela ao editar lei municipal invadiu a competência privativa da união para legislar sobre normas gerais de previdência logo a referida lei padece de inconstitucionalidade formal orgânica devendo ser afastada do ordenamento jurídico quanto lei municipal que transfere para o rpps pensões vitalícias concedidas pelo município a viúvas de ex prefeitos e de ex vereadores falecidos no exercício dos respectivos mandatos verifica se que esta contraria o disposto no caput do artigo 40 da crfb 88 vez que os benefícios já concedidos não se revestiram do caráter contributivo e solidário ao rpps;PREVIDENCIA
ementa : previdência beneficio aposentadoria por idade e tempo de contribuição com proventos integrais irregularidade na fundamentação das parcelas falha relevada registro do ato em que pese a parcela vencimento parcela única não trazer em si a indicação da fundamentação legal não se constitui em vício que afaste a legalidade da inativação caso o ato apresente de forma genérica a fundamentação legal da aposentadoria;PREVIDENCIA
ementa previdência descumprimento de pagamento de parcelamento de dívida previdenciária pretérita não recolhimento de contribuições irregularidade é dever do gestor municipal elaborar lei específica regularizando as dívidas previdenciárias pretéritas;PREVIDENCIA
pagamento de décimo terceiro salário a vereadores consonância com julgado re 650898 stf observância aos requisitos legais e constitucionais possibilidade 1 é possível que a câmara municipal fixe décimo terceiro salário aos vereadores com base na decisão do supremo tribunal federal no julgamento do re 650898 pois não há violação ao art 39 4 da cf 2 a instituição de tal direito não deve ser imposta a legislatura em curso pois deve ser observado o princípio da anterioridade art 29 vi cf a realidade financeira do município os limites remuneratórios previstos na constituição federal art 29 vi e vii e art 29 a 1 e a lrf art 16 17 e 20 inciso iii a;AGENTE POLITICO
prestação de contas da câmara municipal de elesbão veloso exercício de 2017 contratação irregular de serviços contábeis pagamento de subsídios de vereadores e de 13 décimo terceiro fixados irregularmente 1 em relação a despesa com serviços contábeis teve como respaldo a inexigibilidade de licitação 001 2017 baseado no art 25 inciso ii da lei 8 666 93 ocorre que no referido procedimento não ficou comprovado a inviabilidade de competição a natureza singular do serviço e a notória especialização assim como requer o art 25 da lei 8 666 93 2 quanto a variação no subsidio dos vereadores restou a inobservância do prazo do art 31 1 da constituição estadual e ao principio da anterioridade quanto ao pagamento de 13 salário a falha foi considerada parcialmente sanada;AGENTE POLITICO
ementa orçamento variação dos subsídios dos vereadores sem amparo legal repercussão negativa na análise da prestação de contas a variação de subsídios dos vereadores acima da média dos índices inflacionários divulgados pelo governo federal em relação ao recebido no exercício anterior sem a norma legal que o regulamente prejudica a análise da prestação de contas tendo em vista que tal requisito é indispensável para sanar a ocorrência em tela;AGENTE POLITICO
despesa reajuste subsídios dos vereadores com base no indice do governo federal ipca e impossibilidade 1 é inconstitucional a previsão em ato normativo a vinculação a índices oficiais com o fito de se conceder automaticamente a revisão geral anual do subsídio dos vereadores 2 é ilegal a fixação de teto remuneratório de subsídio de vereadores tendo em vista que a constituição federal estabeleceu que o valor do subsídio dos edis deverá ser fixado seguindo o principio da anterioridade de legislatura;AGENTE POLITICO
inspeção verificação de regularidade da fixação dos subsídios dos prefeitos e vice prefeitos municipais para a legislatura 2017 2020 sobre a data limite fixação dos subsídios dos vereadores prefeitos e secretários para vigorar na legislatura subsequente observa se que o art 29 v da constituição federal dispõe que os subsídios do prefeito do vice prefeito e dos secretários municipais serão fixados por lei de iniciativa da câmara municipal observado o que dispõem os arts 37 xi 39 4 150 ii 153 iii e 153 2 i conforme redação dada pela emenda constitucional n 19 de 1998 a constituição do estado do piauí em seu art 31 1 estabelece que o período para a fixação do subsídio do prefeito do vice prefeito e do vereador encerrar se á quinze dias antes das respectivas eleições municipais desta forma em obediência ao princípio da anterioridade inserto no art 21 v da constituição estadual os subsídios para a atual legislatura devem permanecer os mesmos da legislatura anterior;AGENTE POLITICO
fixação de subsídios dos vereadores violação do princípio da anterioridade a lei municipal n 001 2016 que fixa os subsídios dos vereadores para a legislatura 2017 2020 foi publicada fora do prazo de 15 quinze dias anteriores eleição portanto em obediência ao princípio da anterioridade art 21 v da constituição estadual os subsídios para a atual legislatura devem permanecer os mesmos da legislatura anterior;AGENTE POLITICO
câmara municipal subsídio portal da transparência irregularidade 1 o subsídio dos vereadores deve ser fixado em cada legislatura para vigorar na legislatura subsequente observado os limites e os critérios estabelecidos nos arts 29 vi e 29 a da constituição federal bem como o art 31 da constituição estadual podendo ocorrer também a revisão anual sempre respeitando os limites estipulados na carta magna cf art 29 vii e art 29 a 1 e na lei de responsabilidade fiscal lrf art 20 iii a destinados remuneração dos edis bem como limitados capacidade orçamentária e financeira do órgão 2 a alteração introduzida na lrf por meio da lei complementar n 131 de 27 de maio de 2009 estabeleceu como instrumentos garantidores da transparência da gestão fiscal a liberação ao pleno conhecimento e acompanhamento da sociedade em tempo real de informações pormenorizadas sobre a execução orçamentária e financeira em meios eletrônicos de acesso público;AGENTE POLITICO
prestação de contas prefeitura municipal de campinas do piauí câmara municipal exercício de 2017 ausência de envio da norma que fixou o subsídio dos vereadores para a legislatura aumento no subsídio dos vereadores no percentual de 9 13 acima dos índices inflacionários do período descumprimento da decisão plenária n 2 023 2017 que determinou o envio a esta corte de contas da relação de todos os veículos locados e eventualmente sublocados pelo poder público irregularidades no portal da transparência processo apenso tc 017507 2017;AGENTE POLITICO
prestação de contas subsídio dos vereadores embora incontroversa a inconstitucionalidade da lei municipal fixadora dos subsídios dos edis para a legislatura 2017 2020 esta não fora adotada como norma de referência para pagamento da remuneração dos membros do legislativo no exercício financeiro de 2017 ciente do vício formal que apresentava o ato legislativo precitado o presidente da câmara optou por efetuar tais despesas tomando como parâmetro a lei municipal que fixou os subsídios para a legislatura imediatamente anterior;AGENTE POLITICO
prestação de contas câmara municipal de queimada nova pi exercício de 2017 1 pagamentos de subsídio dos vereadores embora a gestora não tenha encaminhado a lei que fixou o subsídio para a legislatura 2017 2020 o fato é que a matéria permaneceu regida pela lei n 58 de 26 09 2012 que os fixou para a legislatura 2013 2016 nela o legislativo local havia fixado o subsídio dos vereadores no valor de r 3 400 00 ou seja ainda acima do valor pago no exercício de 2017 que foi de r 2 760 00;AGENTE POLITICO
