arquivo;ano_mes;sumario;ementa;informacoes;area_tematica;decisao_tipo;decisao_numero;decisao_ano;assunto_agrupado;rank;prioridade
Boletim de Jurisprudência TCE-PI - janeiro 2019.docx;2019-01;Educação. FUNDEB. Restos a pagar. Indisponibilidade financeira de recursos do FUNDEB. Ausência de despesas custeadas com superávit financeiro de exercício anterior ao FUNDEB. Falha grave.;"CONTAS DO FUNDEB. INDICADOR E LIMITE DO FUNDEB APURADO EM VALOR NEGATIVO. AUSÊNCIA DE LICITAÇÕES. 
A existência de restos a pagar inscritos no exercício, sem disponibilidade financeira de recursos do FUNDEB e/ou despesas custeadas com superávit financeiro de exercício anterior ao FUNDEB, não informados corretamente na prestação de contas, é falha grave. ";(Prestação de Contas. Processo  – Relatora: Consª. Waltânia Maria N. De Sousa Leal Alvarenga. Segunda Câmara. Decisão por Maioria. Acórdão nº 2.033/18 publicado no );EDUCACAO;acordao;2033;2018.0;OUTROS;11;11
Boletim de Jurisprudência TCE-PI - Junho - 18.docx;2018-06;Educação. Pagamento de gratificação de regência sem o efetivo serviço no cargo de magistério.;"PAGAMENTO ILEGAL DE GRATIFICAÇÃO DE REGÊNCIA PROCEDÊNCIA PARCIAL.
Servidores recebendo gratificação de regência, prevista no art. 66, I, § 2° da Lei 465/2011 sem o efetivo serviço do cargo de magistério.";(Representação. Processo  – Relator: Cons. Substituto Delano Carneiro da Cunha Câmara. Primeira Câmara. Decisão unânime. Acórdão nº 993/18 publicado no );EDUCACAO;acordao;993;2018.0;OUTROS;11;11
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Educação. Despesas com serviços contábeis na função educação.;"EMENTA: PRESTAÇÃO DE CONTAS. AUSÊNCIA DE CONTABILIZAÇÃO DE RECURSOS VINCULADOS À ÁREA DE SAÚDE NO DEMONSTRATIVO DA RECEITA SEGUNDO AS CATEGORIAS ECONÔMICAS. DESPESAS REALIZADAS SEM LICITAÇÃO. FRACIONAMENTO DE DESPESAS. DESPESAS COM SERVIÇOS CONTÁBEIS REALIZADAS NA FUNÇÃO EDUCAÇÃO, QUANDO O CORRETO SERIA NA FUNÇÃO DE GOVERNO. 
1.	A ausência de contabilização de recursos vinculados à área de saúde no Demonstrativo da Receita segundo as Categorias Econômicas colide com a disposição dos art. 2º e 3º da Lei 4.320/64 que impõe que integre, acompanhe e compreenda a Lei de Orçamento a contabilização o Quadro demonstrativo da Receita e Despesa segundo as Categorias Econômicas, com as especificidades necessárias. Despesas sem procedimento prévio de licitação é grave, pois contraria o art. 37, XXI, da Constituição Federal.
2.	É caracterizado como fragmentação de despesas, violando expressamente os arts. 8º, 23, §5º e 24, Incisos I e II, da Lei nº 8.666/93, quando não há apresentação de documentos comprobatórios considerados suficientes para análise do objeto.
3.	Despesas com serviços contábeis realizadas na função educação é ilegal, posto que o correto seria na função de governo, conforme determinação legal inserta no art. 70 da Lei nº 9.394/96 (Lei de Diretrizes e Bases da Educação Nacional).";(Recurso de Reconsideração. Processo  – Relator: Cons. Luciano Nunes Santos. Plenário. Decisão unânime.     Acórdão nº 2955/17 publicado no );EDUCACAO;acordao;2955;2017.0;OUTROS;11;11
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Educação. Impossibilidade de pagamento de despesas de exercícios anteriores com recursos do FUNDEB.;"EMENTA: DESPESAS DE EXERCÍCIOS ANTERIORES PAGAS COM RECURSOS DO FUNDEB. NÃO ATENDIMENTO DO PRINCÍPIO DA COMPETÊNCIA. REPERCUSSÃO NEGATIVA.
Os recursos do FUNDEB devem ser utilizados dentro do exercício a que se referem, ou seja, em que são transferidos.
Os eventuais débitos de exercícios anteriores deverão ser pagos com outros recursos que não sejam originários do FUNDEB.";(Prestação de Contas. Processo 5 – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão unânime.     Acórdão nº 3056/17 publicado no );EDUCACAO;acordao;3056;2017.0;OUTROS;11;11
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Educação. Gasto com manutenção e ensino inferior ao limite legal.;"EMENTA. EDUCAÇÃO. GASTO COM MANUTENÇÃOE DESENVOLVIMENTO DE ENSINO INFERIOR AO LIMITE LEGAL. REPERCUSSÃO NEGATIVA NA ANÁLISE DA PRESTAÇÃO DE CONTAS.
O descumprimento do limite constitucional com manutenção e desenvolvimento de ensino possui gravidade suficiente para ensejar a reprovação das contas em discussão.";(Prestação de Contas. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão unânime. Parecer Prévio nº 246/17 publicado no );EDUCACAO;parecer;246;2017.0;OUTROS;11;11
Boletim de Jurisprudência TCE-PI - Agosto - 18.docx;2018-08;Educação. Transporte escolar municipal. Adequação à Lei nº 9.503/97 e à Cartilha de Regulação do Transporte Escolar Rural – FNDE.;"PRESTAÇÃO DE CONTAS. CONTAS DE GESTÃO DA PREFEITURA. ATRASO NO CADASTRAMENTO E FINALIZAÇÃO DE LICITAÇÕES. INCONSISTÊNCIA NO TRANSPORTE ESCOLAR. IRREGULARIDADES INSUFICIENTES PARA REJEIÇÃO DAS CONTAS. 
1.	Os artigos 38 e 39 da Resolução nº 39/2015 determinam os prazos para cadastramento e finalização das licitações no sistema Licitações Web;
2.	Quanto às irregularidades apontadas no transporte escolar municipal, recomenda-se que os gestores promovam a adequação deste conforme exigências da Lei nº 9.503/97 e da Cartilha de Regulação do Transporte Escolar Rural – FNDE.";(Prestação de Contas. Processo  – Relatora: Cons.ª Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão unânime. Acórdão nº 885/2018 publicado no );EDUCACAO;acordao;885;2018.0;OUTROS;11;11
Boletim de Jurisprudência TCE-PI - Setembro - 18.docx;2018-09;Educação. Execução de despesas que ultrapassam os recursos do FUNDEB.;"DESPESA. EXECUÇÃO DE DESPESAS QUE ULTRAPASSAM OS RECURSOS DO FUNDEB. IRREGULARIDADE.
Recomenda-se que o empenhamento da despesa esteja atrelado à fonte de recurso pagadora e, consequentemente, à sua disponibilidade de caixa, a fim de evitar distorções na apuração dos dados do Fundeb.";(Prestação de Contas. Processo  – Relator: Cons. Substituto Jaylson Fabianh Lopes Campelo. Primeira Câmara. Decisão Unânime. Acórdão nº 1.344/18 publicado no );EDUCACAO;acordao;1344;2018.0;OUTROS;11;11
Boletim de Jurisprudência TCE-PI - Maio - 18.docx;2018-05;Educação. FUNDEB. Débitos de exercícios anteriores.;"DESPESAS. PAGAMENTOS INDEVIDOS COM RECURSOS DO FUNDEB. PERMANÊNCIA DA OCORRÊNCIA. PREVIDÊNCIA. PAGAMENTO SEM RETENÇÃO DE INSS.  REPERCUSSÃO PARCIALMENTE NEGATIVA.
Em relação à falha de pagamentos indevidos de despesas de exercícios anteriores com recursos do FUNDEB, ressalta-se que os recursos devem ser utilizados dentro do exercício a que se referem, ou seja, em que são transferidos. Os eventuais débitos de exercícios anteriores deverão ser pagos com outros recursos que não sejam originários do FUNDEB;";(Prestação de Contas. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão unânime. Acórdão nº 715/18 publicado no );EDUCACAO;acordao;715;2018.0;OUTROS;11;11
Boletim de Jurisprudência TCE-PI - Abril - 18.docx;2018-04;Câmara Municipal. Despesa acima do limite constitucional.;"CÂMARA MUNICIPAL. CONTAS DA CÂMARA MUNICIPAL. INGRESSO EXTEMPORÂNEO DA PRESTAÇÃO DE CONTAS MENSAL.  DESPESA TOTAL DA CÂMARA MUNCIPAL ACIMA DO LIMITE CONSTITUCIONAL. 
A realização de despesas pela Câmara Municipal acima do limite previsto no artigo 29-A da CF/88, ainda que autorizado pela Lei de Diretrizes Orçamentária do Município, é falha grave por flagrante desrespeito à Constituição, o que enseja a reprovação de contas do órgão.";(Prestação de Contas. Processo  – Relatora: Cons.ª Waltânia Maria N. de Sousa Leal Alvarenga. Segunda Câmara. Decisão unânime. Acórdão nº 527/18 publicado no );CAMARA MUNICIPAL;acordao;527;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Agosto - 18.docx;2018-08;Câmara Municipal. Descumprimento dos limites de despesa. Falha contábil formal no registro de restos a pagar sem cobertura financeira.;"PRESTAÇÃO DE CONTAS DA CÂMARA MUNICIPAL. DESCUMPRIMENTO DO LIMITE DE DESPESA TOTAL DA CÂMARA. 
O art. 29-A da Constituição Federal determinou o limite de 7% para as despesas totais do Poder Legislativo. No caso em tela, nota-se que o valor repassado de duodécimo foi de 6,92%, indicando que o descumprimento se deu por falha contábil formal, no registro de restos a pagar sem cobertura financeira. A falha por si só, dentro desse contexto, não foi suficiente para rejeição das contas.";(Prestação de Contas. Processo 5 – Relatora: Cons.ª Lílian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão unânime. Acórdão nº 1188/18 publicado no );CAMARA MUNICIPAL;acordao;1188;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Agosto - 18.docx;2018-08;Câmara Municipal. Atraso no pagamento de contribuições sociais. Atraso no repasse de duodécimos.;"RECURSO DE RECONSIDERAÇÃO. PRESTAÇÃO DE CONTAS DA CÂMARA MUNICIPAL DE JOSÉ DE FREITAS. EXERCÍCIO 2014. JULGAMENTO DE IRREGULARIDADE E IMPUTAÇÃO DE DÉBITO NO VALOR DE R$ 5.357,76 DECORRENTE DE MULTAS ALUSIVAS AO ATRASO NO PAGAMENTO DE OBRIGAÇÕES SOCIAIS.
1.	O atraso no pagamento das contribuições sociais, apesar de indicar uma deficiência no controle interno da Câmara Municipal quanto às despesas amplamente previsíveis e exigíveis, é amenizada pelo comprovado atraso no repasse do Duodécimo pelo Executivo Municipal, que chegou, em alguns casos, a ser repassado apenas no último dia do mês, o que comprometeu sobremaneira a capacidade da Câmara de arcar com suas obrigações;
2.	É constitucionalmente assegurado o repasse, ao Poder Legislativo local, do duodécimo, em observância ao princípio da independência dos poderes, e de seu consectário lógico, a autonomia, inclusive financeira, de cada um dos poderes, obrigatoriamente até o dia 20 de cada mês, conforme preceitua o art. 168 a Constituição Federal, cabendo, inclusive, a impetração de Mandado de Segurança por parte da Câmara Municipal por tratar-se de direito líquido e certo, conforme entendimento pacificado no STF.";(Recurso de Reconsideração. Processo 8 – Relatora: Cons.ª Lilian de Almeida Veloso Nunes Martins. Plenário. Decisão unânime. Acórdão nº 1.265/18 publicado no );CAMARA MUNICIPAL;acordao;1265;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Outubro - 18.docx;2018-10;Câmara Municipal. Descumprimento do limite de despesas da Câmara Municipal. Existência de acordo extrajudicial para compensação do que foi ultrapassado.;"APLICAÇÃO DOS PRINCÍPIOS DA PROPORCIONALIDADE E RAZOABILIDADE, PROVIMENTO PARCIAL.
Não obstante seja ultrapassado o limite legal de 7,00% previsto no art. 29-A, I, Constituição Federal, é necessário ter em vista a existência de Acordo Extrajudicial cujo objeto é a compensação do que foi ultrapassado. Cobrindo diferenças de: repasses a menor em exercícios anteriores; e de obras e aquisições de menor porte para o próprio ente. Aplicam-se os Princípios da Proporcionalidade e Razoabilidade conhecendo do Recurso e no mérito vota-se pelo Provimento Parcial, mantendo a multa.";(Recurso de Reconsideração. Processo  – Relator: Cons. Luciano Nunes Santos. Plenário. Decisão unânime. Acórdão nº 1.674/18 publicado no );CAMARA MUNICIPAL;acordao;1674;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Julho - 18.docx;2018-07;Câmara Municipal. Descumprimento dos limites de despesa. Percentual irrisório.;"CÂMARA MUNICIPAL. DESCUMPRIMENTO. LIMITE LEGAL. PERCENTUAL IRRISÓRIO. INSUFICIENTE.
Descumprimento do limite legal pela Câmara Municipal contrariando o artigo 29-A da CF. Percentual ultrapassa somente 0,02%, correspondendo a R$ 1.422,87 num universo de R$ 498.000,00, não sendo razoável e nem com gravidade suficiente para rejeição das contas.";(Prestação de Contas. Processo  – Relatora: Cons.ª Waltânia Maria N. de Sousa Leal Alvarenga. Redatora: Cons.ª Lílian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão por maioria. Acórdão nº 1157/18 publicado no );CAMARA MUNICIPAL;acordao;1157;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Outubro - 18.docx;2018-10;Câmara Municipal. Descumprimento do limite de despesas com folha de pagamento. Gravidade amenizada. Retenções no repasse do duodécimo. Diminuição da receita do Legislativo.;"PRESTAÇÃO DE CONTAS. CÂMARA MUNICIPAL. ATRASO NO ENVIO DE PRESTAÇÃO DE CONTAS MENSAL. AUSÊNCIA DE LICITAÇÃO. DESCUMPRIMENTO DO LIMITE DE DESPESAS COM FOLHA DE PAGAMENTO.
Os atrasos no envio das prestações de contas foram de pequena monta e decorrentes principalmente da rejeição de peças pela análise técnica quando da homologação no sistema web.
No caso as impropriedades relativas à contratação de serviços contábeis remetem ao fato da inexigibilidade apresentada pela defesa não comprovar a inviabilidade de competição, em descumprimento ao art. 25 da Lei nº 8.666/93.
A ocorrência do descumprimento do limite de despesas com folha de pagamento teve sua gravidade amenizada já que, a Prefeitura ao realizar retenções no repasse do duodécimo referente a parcelamentos de dívidas da Câmara junto ao INSS, diminuiu o valor da receita recebida pelo Legislativo o que impactou negativamente para a apuração do referido índice.";(Prestação de Contas. Processo  – Relatora: Cons.ª Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão unânime. Acórdão nº 1.549/18 publicado no );CAMARA MUNICIPAL;acordao;1549;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Setembro - 18.docx;2018-09;Câmara Municipal. Audiências públicas. Não envio das atas das audiências estabelecidas no art. 48, §1º, inciso I, da LC nº 101/00 – LRF e no art. 36, §5º, da LC nº 141/2002.;"PRESTAÇÃO DE CONTAS. INGRESSO EXTEMPORÂNEO E NÃO ENVIO DE PEÇAS COMPONENTES DA PRESTAÇÃO DE CONTAS. NÃOSANEAMENTO. REPERCUSSÃO NEGATIVA.
1. O envio intempestivo da prestação de contas mensal influencia negativamente no julgamento das referidas contas;
2. O não envio de cópias das atas de audiências públicas, realizadas na Câmara Municipal, implica em análise negativa.";(Prestação de Contas. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão unânime. Parecer Prévio nº 114/18 publicado no );CAMARA MUNICIPAL;parecer;114;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Dezembro-18 (definitivo).docx;2018-12;Câmara Municipal. Fixação do subsídio dos vereadores em data anterior à realização das eleições. Prevenção à legislação em causa própria.;"INCONSTITUCIONALIDADE DA LEI POR VIOLAÇÃO AO ART. 31, §1º, DA CONSTITUIÇÃO ESTADUAL.
Com relação aos subsídios dos vereadores, a Carta Maior exige sua fixação “em cada legislatura para a subsequente” (art. 29, inciso VI). No que concerne à fixação dos subsídios dos referidos agentes políticos, a Constituição do Estado do Piauí, assim estabelece, verbis:
Art. 31 – Os subsídios do Prefeito, do Vice-Prefeito e dos Secretários Municipais serão fixados por lei de iniciativa da Câmara Municipal, observado o que dispõem os arts. 37, XI, 39, § 4º,150, II, 153,III e 153, § 2º, I, da Constituição Federal e esta Constituição.
§1º - O período para a fixação do subsídio do Prefeito, do Vice-Prefeito e do Vereador se encerrará quinze dias antes das respectivas eleições municipais. (grifos aditados)
A fixação dos subsídios dos referidos agentes em data anterior à realização das eleições, na dicção da Constituição Estadual, volta-se exatamente a prevenir que os integrantes da legislatura em curso, se sabedores da futura composição do Legislativo, sofram eventual influência e se guiem por critério diverso do que deveria presidir sua decisão, em particular o da independência e da imparcialidade. De outra parte, sob certo viés, constitui também garantia aos eleitos, evitando que sejam submetidos a questionamentos éticos ante a perspectiva de ter que examinar a matéria e legislar em causa própria.";(Incidente de Inconstitucionalidade. Processo  – Relator: Cons. Luciano Nunes Santos. Plenária. Decisão unânime. Acórdão nº 1.957/18 publicado no );CAMARA MUNICIPAL;acordao;1957;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Câmara Municipal. Impossibilidade de realização de Operações de Crédito pelas Câmaras Municipais.;"EMENTA. CÂMARA MUNICIPAL. IMPOSSIBILIDADE DA REALIZAÇÃO DE OPERAÇÕES DE CRÉDITO PELAS CÂMARAS MUNICIPAIS.
1.	A Lei de Responsabilidade Fiscal, art. 32, diz que as operações de créditos serão realizadas por Ente da Federação. As Câmaras Municipais não são Entes, mas apenas parte integrante da pessoa jurídica de direito público que é o Município.
2.	Resolução nº 43/2001, art. 21, I e II, do Senado Federal ressalta que a solicitação é prerrogativa do Chefe do Poder Executivo e ao Poder Legislativo cabe a autorização.
3.	Com fundamento na Lei nº 4.320/64, na ausência de receitas próprias e patrimônio próprio, impossibilidade de a Câmara Municipal realizar operações de créditos.";(Consulta. Processo  – Relator: Cons. Subst. Delano Carneiro da Cunha Câmara. Plenário. Decisão unânime. Acórdão nº 2.711/17 publicado no );CAMARA MUNICIPAL;acordao;2711;2017.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Março - 18.docx;2018-03;Câmara Municipal. Aquisição financiada de bens móveis.;"CONSULTA. CÂMARA MUNICIPAL. AQUISIÇÃO FINANCIADA. BENS MÓVEIS. 
Impossibilidade de aquisição financiada de bens móveis pelas Câmaras Municipais do Estado do Piauí, já que não possui personalidade jurídica, sendo um órgão sem patrimônio próprio, não possuindo receita própria.";(Consulta. Processo  – Relatora: Cons.ª Lílian De Almeida Veloso Nunes Martins. Plenário. Decisão unânime. Acórdão nº 365/18 publicado no );CAMARA MUNICIPAL;acordao;365;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Março - 18.docx;2018-03;Câmara Municipal. Ônus do pagamento de vereador licenciado.;"CONSULTA. CÂMARA MUNICIPAL. PESSOAL.
1.	Cabe à Lei Orgânica Municipal dispor sobre o ônus do pagamento de vereador licenciado. Em havendo omissão legal sobre o tema, cabe à Câmara Municipal o ônus pelo pagamento da remuneração do Vereador licenciado que optar pelo subsídio do mandato eletivo, conforme entendimento desta Corte de Contas (Resolução TCE/PI nº 484/2005).";(Consulta. Processo  – Relator: Cons. Substituto Jackson Nobre Veras. Plenário. Decisão unânime. Acórdão nº 193/18 publicado no );CAMARA MUNICIPAL;acordao;193;2018.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Câmara Municipal. Elevado dispêndio com diárias.;"EMENTA. CÂMARA MUNICIPAL. DESPESA. ELEVADO VALOR DE CONCESSÃO DE DIÁRIAS AOS VEREADORES. VARIAÇÃO NO SUBSÍDIO DE VEREADORES SUPERIOR AOS LIMITES INFLACIONÁRIOS. PERSISTÊNCIA DAS IRREGULARIDADES. IRREGULARIDADE. APLICAÇÃO DE MULTA.
Considerando a existência de débito com o INSS, o elevado dispêndio com as diárias afeta diretamente a capacidade de pagamento do ente.
O valor dos subsídios deve ser fixado de acordo com a realidade financeira do Município e os recursos disponíveis estimados para o Legislativo, adotando o reajuste de acordo com os índices de inflação do Governo Federal, observando-se a inflação ocorrida do período em que a lei foi promulgada até a data que outra norma legal o altere, conforme art. 29, VI, c/c art. 37, X, da CF/88.";(Prestação de Contas. Processo  – Relator: Cons. Kleber Dantas Eulálio. Primeira Câmara. Decisão unânime. Acórdão nº 2348/17 publicado no );CAMARA MUNICIPAL;acordao;2348;2017.0;OUTROS;12;12
Boletim de Jurisprudência TCE-PI - Outubro 2020.docx;2020-10;Transparência. Ausência de dados de qualidade e atualizados nos portais da transparência. Necessidade dos cidadãos tenham conhecimento quais ações estão sendo tomadas para minimizar o impacto na saúde e na economia do seu município e estado, especialmente considerando a crise gerada pela pandemia do corona vírus (covid-19).;"LEVANTAMENTO. AVALIAÇÃO DA CONFORMIDADE DOS PORTAIS DE TRANSPARÊNCIA COM A LRF, A LEI DE ACESSO À INFORMAÇÃO E A INSTRUÇÃO NORMATIVA Nº 01/19 DO TCE/PI. AUSÊNCIA DE DADOS DE QUALIDADE E ATUALIZADOS NOS PORTAIS. VIOLAÇÃO ÀS NORMAS CONSTITUCIONAIS E LEGAIS. AFRONTA AOS PRINCÍPIOS DA PUBLICIDADE E ACESSO À INFORMAÇÃO. NECESSIDADE DE FORTALECIMENTO DO CONTROLE SOCIAL. 
A ausência de dados de qualidade e atualizados nos portais da transparência descumpre a legislação e impede que o cidadão tome conhecimento sobre quais ações estão sendo tomadas para minimizar o impacto na saúde e na economia do seu município e estado, especialmente considerando a crise gerada pela pandemia do corona vírus (covid-19). ";(Levantamento. Processo  – Relator: Cons. Joaquim Kennedy Nogueira Barros. Plenário. Decisão Unânime. Acórdão nº 1.692/2020 publicado no );TRANSPARENCIA;acordao;1692;2020.0;OUTROS;13;13
Boletim de Jurisprudência TCE-PI - Setembro 2020.docx;2020-09;Transparência. Portal da transparência desatualizado.;"TRANSPARÊNCIA. PRECARIEDADE DO PORTAL DA TRANSPARÊNCIA. IRREGULARIDADE.
1. A Lei de Acesso à informação (Lei nº. 12.527/11) é de cumprimento obrigatório por todos os entes governamentais e definiu como canal obrigatório para a divulgação das iniciativas de Transparência Ativa: a Internet, em sites de acesso à informação, especialmente criados com essa finalidade, ou no Portal da Transparência do estado/município. Tal obrigatoriedade está insculpida no § 2º do artigo 8º da Lei.";(Prestação de Contas. Processo  – Relator: Cons. Subst. Jaylson Fabianh Lopes Campelo. Primeira Câmara. Decisão Unânime. Acórdão nº 688/20 publicado no );TRANSPARENCIA;acordao;688;2020.0;OUTROS;13;13
Boletim de Jurisprudência TCE-PI - Setembro 2020.docx;2020-09;Transparência. Portal da transparência tem que ser constantemente atualizado.;"IEGM. PORTAL DA TRANSPAÊNCIA. FALHAS. 
O IEGM por se tratar de um indicador que mensura a eficácia das políticas públicas do município, torna-se um valioso instrumento de aferição de resultados, correção de rumos, reavaliação de prioridades e consolidação do planejamento. 
No Portal da Transparência tem que ser feita a inserção de informações no tempo e na forma estabelecidos em lei, bem como a sua permanente atualização, em tempo real.";(Prestação de Contas. Processo  – Relator: Cons. Subst. Delano Carneiro da Cunha Câmara. Segunda Câmara. Decisão Unânime. Parecer Prévio nº 093/2020 publicado no );TRANSPARENCIA;parecer;93;2020.0;OUTROS;13;13
Boletim de Jurisprudência TCE-PI - junho 2020.docx;2020-06;Transparência. Portal da transparência desatualizado. Necessidade de manutenção.;"CONTRATAÇÃO DE EMPRESA CUJOS SÓCIOS POSSUEM LAÇOS DE PARENTESCO COM O PREFEITO MUNICIPAL. NÃO COMPROVAÇÃO. MAU FUNCIONAMENTO DO PORTAL DA TRANSPARÊNCIA MUNICIPAL E SUPOSTO IMPEDIMENTO DE ACESSO AOS DADOS NELE CONTIDOS. NÃO COMPROVAÇÃO. NECESSÁRIA ATUALIZAÇÃO DOS DADOS. 
1- Não foi comprovado laço de parentesco impeditivo dos sócios da empresa contratada com a administração municipal. 
2- Observou-se, ainda, a possibilidade de acesso ao Portal da Transparência do Município, bem como a disponibilização de informações acerca de relatórios, diárias, organograma e extratos. No entanto, faz-se necessário a manutenção e a atualização do mesmo, visto que alguns arquivos disponíveis para consulta não estão acessíveis. ";(Denúncia. Processo  – Relator: Conselheiro Joaquim Kennedy Nogueira Barros. Segunda Câmara. Decisão Unânime. Acórdão nº 421/2020 publicado no );TRANSPARENCIA;acordao;421;2020.0;OUTROS;13;13
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Transparência. Portal da transparência desatualizado. Necessidade de manutenção.;"CONSTITUCIONAL. ACÚMULO DE CARGOS. PORTAL DA TRANSPARÊNCIA. IRREGULARIDADES. 
1)Descumprimento do art. 37, inciso XVI da Constituição Federal. 
2) A Lei de Acesso à informação (Lei nº. 12.527/11) é de cumprimento obrigatório por todos os entes governamentais e a mesma definiu como canal obrigatório para a divulgação das iniciativas de Transparência Ativa: a Internet, em sites de acesso à informação, especialmente criados com essa finalidade, ou no Portal da Transparência do estado/ município. Tal obrigatoriedade está insculpida no §2º do artigo 8º da Lei. ";(Prestação de Contas. Processo  – Relator:  Cons. Subst. Delano Carneiro da Cunha Câmara. Segunda Câmara. Decisão Unânime. Acórdão nº 733/20 publicado no );TRANSPARENCIA;acordao;733;2020.0;OUTROS;13;13
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Transparência. Portal da transparência desatualizado. Necessidade de manutenção.;"IDEB. PORTAL DA TRANSPARÊNCIA. FALHAS. 
1) Observou-se que o IDEB dos Anos finais (8ª série/ 9º ano) observado durante os anos de 2011 a 2017 comportou-se de maneira destoante do que foi projetado, inclusive a partir de 2015 apresentou uma queda brusca, de uma situação crítica de 4,5 piorando para 3,6, em 2017. 
2) O Portal da transparência deve ser alimentado no tempo e na forma estabelecidos em Lei, bem como as informações devem ser permanentemente atualizadas, em tempo real. ";(Prestação de Contas. Processo  – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Redator: Cons. Subst. Delano Carneiro da Cunha Câmara. Segunda Câmara. Decisão Por Maioria. Parecer Prévio nº 39/20 publicado no );TRANSPARENCIA;parecer;39;2020.0;OUTROS;13;13
Boletim de Jurisprudência TCE-PI - agosto 2020.docx;2020-08;Transparência. Portal da transparência desatualizado. Necessidade de manutenção.;"DENÚNCIA. TRANSPARÊNCIA. RESTRIÇÃO AO PRINCÍPIO DA PUBLICIDADE. PROCEDÊNCIA PARCIAL. 
2. A divulgação das informações integrantes do cadastro nos Sistemas do TCE-PI, tais como Licitações, Contratos e Obras Web é instrumento de transparência e de cidadania, não constituindo publicidade para efeito da legislação de licitações e contratos, tampouco, substitui a divulgação das informações da Lei de Acesso à Informação.";(Denúncia. Processo  – Relator: Cons. Kleber Dantas Eulálio. Primeira Câmara. Decisão Unânime. Acórdão nº 1.158/20 publicado no );TRANSPARENCIA;acordao;1158;2020.0;OUTROS;13;13
Boletim de Jurisprudência TCE-PI - Março - 18.docx;2018-03;Transparência. Atualização de informações em tempo real.;"REPRESENTAÇÃO. CONTROLE SOCIAL. TRANSPARÊNCIA. EXIGÊNCIAS DA LEI DE RESPONSABILIDADE FISCAL E LEI DE ACESSO A INFORMAÇÃO. 
1.	Inobstante a atualização as informações pelo Município, observou-se que estas não estão sendo disponibilizadas em tempo real, descumprindo-se as exigências da Lei de Acesso a Informação.  ";(Representação. Processo  – Relator: Cons. Substituto Delano Carneiro da Cunha Câmara. Segunda Câmara. Decisão Unânime. Acórdão nº 307/18 publicado no );TRANSPARENCIA;acordao;307;2018.0;OUTROS;13;13
Boletim de Jurisprudência TCE-PI - Janeiro - 18.docx;2018-01;Transparência. Ausência de informações sobre procedimentos licitatórios em andamento e de divulgação de todas as receitas previstas e arrecadadas.;"EMENTA: PRESTAÇÃO DE CONTAS. FALHAS DE NATUREZA FORMAL. PERSISTÊNCIA DAS IRREGULARIDADES.
Ausência de comprovação do cumprimento integral das Leis de Transparência (Lei nº 12.527/2011 e Lei Complementar nº 131/2009), tendo em vista que não está sendo cumprida integralmente o art. 8º, caput, parágrafo 1º e incisos da Lei nº 12.527/2011, haja vista que não constam informações acerca dos procedimentos licitatórios em andamento e divulgação de todas as receitas previstas e arrecadadas;
Realização de despesas com assessoria jurídica e serviços contábeis sem realização prévia de Concurso Público na forma do art. 37, II e IX da Constituição Federal/88;";(Prestação de Contas. Processo  – Relator: Cons. Substituto Jackson Nobre Veras. Segunda Câmara. Decisão unânime. Acórdão nº 2903/17 publicado no );TRANSPARENCIA;acordao;2903;2017.0;OUTROS;13;13
